frequency_cyc_px,orientation_deg,mag_error,phase_error,snr_or_severity
1.25000000000000000e-01,70.000000,-7.59907799410260432e-01,3.80971043112410257e-05,100
2.50000000000000000e-01,70.000000,-1.56589432331575407e+00,3.14137830027532772e+00,100
1.56250000000000000e-02,75.000000,-6.81409347116732067e-04,-9.86631137598337205e-05,100
3.12500000000000000e-02,75.000000,-1.78736627799606362e-02,1.04966126186045727e-04,100
6.25000000000000000e-02,75.000000,-2.76042944599542706e-01,5.10764803278718205e-04,100
1.25000000000000000e-01,75.000000,-7.60813236766911261e-01,3.17854829923192028e-06,100
2.50000000000000000e-01,75.000000,-1.56495562793938126e+00,3.14156890076511708e+00,100
1.56250000000000000e-02,80.000000,-6.03886407152795512e-04,2.12144925908486215e-04,100
3.12500000000000000e-02,80.000000,-1.76243339615054229e-02,-2.84162060157910901e-05,100
6.25000000000000000e-02,80.000000,-2.74053117544483915e-01,2.22065477483379681e-04,100
1.25000000000000000e-01,80.000000,-7.61910195594459605e-01,1.34827594002295825e-04,100
2.50000000000000000e-01,80.000000,-1.56532029920500126e+00,-3.14152588953356116e+00,100
1.56250000000000000e-02,85.000000,-6.72709948522046131e-04,3.98712137261725275e-05,100
3.12500000000000000e-02,85.000000,-1.75365121125199697e-02,-3.44501577673739234e-05,100
6.25000000000000000e-02,85.000000,-2.72722855037448531e-01,1.05542775133748989e-04,100
1.25000000000000000e-01,85.000000,-7.62782810359411978e-01,1.67541402907644965e-04,100
2.50000000000000000e-01,85.000000,-1.56396572302231296e+00,-3.14140380858037771e+00,100
1.56250000000000000e-02,90.000000,-8.29537663337598374e-04,-1.47671791768999583e-04,100
3.12500000000000000e-02,90.000000,-1.71054931271219512e-02,4.88890324829682754e-04,100
6.25000000000000000e-02,90.000000,-2.72045470258699074e-01,7.28132769583389461e-04,100
1.25000000000000000e-01,90.000000,-7.63072727190659994e-01,9.43144672549856011e-04,100
2.50000000000000000e-01,90.000000,-1.56313686424023524e+00,3.14147342586758871e+00,100
1.56250000000000000e-02,95.000000,-6.65876126462294771e-04,-2.33716869518119097e-04,100
3.12500000000000000e-02,95.000000,-1.74685647744982353e-02,-5.04003020704857363e-05,100
6.25000000000000000e-02,95.000000,-2.72697273786671968e-01,2.44381031447638009e-04,100
1.25000000000000000e-01,95.000000,-7.62774218863817910e-01,-4.21314293435059994e-05,100
2.50000000000000000e-01,95.000000,-1.56396786578390179e+00,-3.14149603087588769e+00,100
1.56250000000000000e-02,100.000000,-7.08782555980322360e-04,7.94966092465543284e-06,100
3.12500000000000000e-02,100.000000,-1.76318085223839127e-02,-1.81290778957787779e-04,100
6.25000000000000000e-02,100.000000,-2.74025651105047729e-01,-2.01648188471459378e-04,100
1.25000000000000000e-01,100.000000,-7.61899019530406951e-01,1.80294543899783832e-04,100
2.50000000000000000e-01,100.000000,-1.56531811675966237e+00,-3.14117518577828392e+00,100
1.56250000000000000e-02,105.000000,-6.61511391736452348e-04,-1.05824619143213283e-04,100
3.12500000000000000e-02,105.000000,-1.78728288883878150e-02,2.60913495928605244e-05,100
6.25000000000000000e-02,105.000000,-2.76054297028278217e-01,-7.18183566572605514e-06,100
1.25000000000000000e-01,105.000000,-7.60800414467478703e-01,3.83021317809095763e-04,100
2.50000000000000000e-01,105.000000,-1.56495654696973885e+00,-3.14151290125803140e+00,100
1.56250000000000000e-02,110.000000,-7.08200506758419057e-04,-2.38963958140381294e-04,100
3.12500000000000000e-02,110.000000,-1.82163398866578286e-02,1.18564739266524555e-05,100
6.25000000000000000e-02,110.000000,-2.78567350303056072e-01,-5.11350400130616833e-04,100
1.25000000000000000e-01,110.000000,-7.59907927346896050e-01,-4.09383953781095045e-05,100
2.50000000000000000e-01,110.000000,-1.56589718006166456e+00,3.14151094485867421e+00,100
1.56250000000000000e-02,115.000000,-7.05775626870006056e-04,-3.99341441910117112e-05,100
3.12500000000000000e-02,115.000000,-1.84354943256438142e-02,2.79111129033005056e-04,100
